from_course_id,to_course_id,type,confidence,raw_text
FA25-MATH-2210-1,FA25-MATH-5410-1,or_group,0.6000000000000001,"MATH 2210, MATH 2230, MATH 2310, or MATH 2940, or equivalent."
FA25-MATH-2230-1,FA25-MATH-5410-1,or_group,0.6000000000000001,"MATH 2210, MATH 2230, MATH 2310, or MATH 2940, or equivalent."
FA25-MATH-2310-1,FA25-MATH-5410-1,or_group,0.6000000000000001,"MATH 2210, MATH 2230, MATH 2310, or MATH 2940, or equivalent."
FA25-MATH-2940-1,FA25-MATH-5410-1,or_group,0.6000000000000001,"MATH 2210, MATH 2230, MATH 2310, or MATH 2940, or equivalent."
FA25-MATH-4130-1,FA25-MATH-6150-1,or_group_or_permission,0.6000000000000001,"MATH 4130, MATH 4140, or the equivalent, or permission of instructor."
FA25-MATH-4130-1,FA25-MATH-6210-1,and_group,0.9,undergraduate analysis and linear algebra at the level of MATH 4130 and MATH 4310.
FA25-MATH-4310-1,FA25-MATH-6210-1,and_group,0.9,undergraduate analysis and linear algebra at the level of MATH 4130 and MATH 4310.
FA25-MATH-4130-1,FA25-MATH-6260-1,or_group,0.6000000000000001,MATH 4130-MATH 4140 or equivalent.
FA25-MATH-6310-1,FA25-MATH-6330-1,or_group_or_permission,0.6000000000000001,"MATH 6310-MATH 6320, or permission of instructor."
FA25-MATH-4330-1,FA25-MATH-6390-1,or_group,0.7,"basic knowledge of algebra and linear algebra at the honors level (e.g., MATH 4330-MATH 4340)."
FA25-MATH-4410-1,FA25-MATH-6410-1,mandatory_or_permission,0.6000000000000001,MATH 4410 or permission of instructor.
FA25-MATH-4130-1,FA25-MATH-6520-1,or_group_or_permission,0.29999999999999993,"strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and point-set topology (e.g., MATH 4530), or permission of instructor."
FA25-MATH-4310-1,FA25-MATH-6520-1,or_group_or_permission,0.29999999999999993,"strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and point-set topology (e.g., MATH 4530), or permission of instructor."
FA25-MATH-4530-1,FA25-MATH-6520-1,or_group_or_permission,0.29999999999999993,"strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and point-set topology (e.g., MATH 4530), or permission of instructor."
FA25-MATH-4130-1,FA25-MATH-6710-1,or_group,0.9,"knowledge of Lebesgue integration theory, at least on real line. Students can learn this material by taking MATH 4130-MATH 4140 or MATH 6210."
FA25-MATH-6210-1,FA25-MATH-6710-1,or_group,0.9,"knowledge of Lebesgue integration theory, at least on real line. Students can learn this material by taking MATH 4130-MATH 4140 or MATH 6210."
FA25-MATH-6110-1,FA25-MATH-7130-1,or_group_or_permission,0.29999999999999993,"some basic measure theory, Lp spaces, and (basic) functional analysis (e.g., MATH 6110). Advanced undergraduates who have taken MATH 4130-MATH 4140 and linear algebra (e.g., MATH 4310 or MATH 4330), but not MATH 6110, will need permission of instructor."
